Authors,Title,Year,Cited by,Link,Index Keywords
"Ji T.Y., Liu L., Wang T.S., Lin W.B., Li M.S., Wu Q.H.","Non-Intrusive Load Monitoring Using Additive Factorial Approximate Maximum a Posteriori Based on Iterative Fuzzy c-Means",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074862348&doi=10.1109%2fTSG.2019.2909931&partnerID=40&md5=9a725beb7e24c17c0afd491a6e37b340","Additives; Electric load management; Fuzzy systems; Trellis codes; Comprehensive model; Disaggregation; Fuzzy C mean; Hidden markov models (HMMs); Load profiles; Maximum a posteriori; Nonintrusive load monitoring; Simulation studies; Hidden Markov models"
"Al-DIgs A., Chen B., Dhople S.V., Christine Chen Y.","A data-driven convex-optimization method for estimating load changes",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079282262&doi=10.1109%2fGlobalSIP45357.2019.8969311&partnerID=40&md5=820bfe7b961f8e66d4652ce2a2c2c3ab","Convex optimization; Differential equations; Electric load flow; Electric machine theory; Location; Relaxation processes; Synchronous generators; Computationally efficient; Convex optimization methods; Event detection; Load change; Optimization based methods; Sparsity structure; Time-domain simulations; Western electricity coordinating councils; Time domain analysis"
"Giehl A., Schneider P., Busch M., Schnoes F., Kleinwort R., Zaeh M.F.","Edge-computing enhanced privacy protection for industrial ecosystems in the context of SMEs",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079073801&doi=10.1109%2fCMI48017.2019.8962138&partnerID=40&md5=17e129f203bf56ce04d3046477d4e895","Computer architecture; Data privacy; Ecosystems; Edge computing; Plants (botany); Business opportunities; Computing architecture; Industrial ecosystems; Industrie 4.0; Production capabilities; Protection of intellectual properties; Security; Small and medium-sized companies; Anomaly detection"
"Cui Z., Ding H., Liu Y., Xu H., Hu Q.","A Novel Application of Smart Grid Data: Human Circadian Rhythm Detection",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079495265&doi=10.1109%2fiSPEC48194.2019.8975082&partnerID=40&md5=936dfcc7a8b4bd9352d87f4444498c5c","Animals; Electric power transmission networks; Electric power utilization; Public health; Animal model; Big data applications; Circadian clock; Circadian rhythms; Detection methods; Electricity-consumption; Novel applications; Smart grid; Smart power grids"
"Dinesh C., Makonin S., Bajic I.V.","Residential Power Forecasting Using Load Identification and Graph Spectral Clustering",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074500886&doi=10.1109%2fTCSII.2019.2891704&partnerID=40&md5=6bb9e1ae4aee1538967851fe63ef6800","Clustering algorithms; Electric load management; Electric power transmission networks; Forecasting; Neural networks; Signal processing; Statistical tests; Disaggregation; Nonintrusive load monitoring; Power forecasting; Smart grid; Spectral clustering; Smart power grids"
"Cui G., Liu B., Luan W., Yu Y.","Estimation of target appliance electricity consumption using background filtering",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074194414&doi=10.1109%2fTSG.2019.2892841&partnerID=40&md5=49484877819b46b1f34720b8acdfc886","Aggregates; Data acquisition; Deep neural networks; Electric power utilization; Electric utilities; Neural networks; Statistical tests; Background filtering; Convolutional neural network; Electricity-consumption; Nonintrusive load monitoring; Synchronized measurement; Synthetic aggregates; Training data; Training data acquisitions; Electric load management"
"Liao X., Srinivasan P., Formby D., Beyah R.A.","Di-PriDA: Differentially Private Distributed Load Balancing Control for the Smart Grid",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021809784&doi=10.1109%2fTDSC.2017.2717826&partnerID=40&md5=2d81d5a3ed8b24d4abbad142bd1d84e6","Data privacy; Electric power system control; Electric power transmission networks; Electric power utilization; Energy utilization; Level control; Quality control; Quality of service; Differential privacies; Distributed load balancing; Load balance; Load-balancing control; Microcontroller devices; Non-invasive; Smart grid; Trusted third parties; Smart power grids"
"Mustafa M.A., Cleemput S., Aly A., Abidin A.","A secure and privacy-preserving protocol for smart metering operational data collection",2019,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071938932&doi=10.1109%2fTSG.2019.2906016&partnerID=40&md5=6005850f0371288a1bbb8678fc64c864","Cryptography; Data acquisition; Electric measuring instruments; Electric power transmission networks; Renewable energy resources; Smart power grids; Renewable energy source; Secure multi-party computation; security; Smart grid; Smart metering; Data privacy"
"He K., Jakovetic D., Zhao B., Stankovic V., Stankovic L., Cheng S.","A Generic Optimisation-Based Approach for Improving Non-Intrusive Load Monitoring",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077630152&doi=10.1109%2fTSG.2019.2906012&partnerID=40&md5=57ef35a551bc0e01b2534d48cabad25f","Benchmarking; Electric measuring instruments; Heuristic methods; Optimization; Processing; Disaggregation; Large-scale deployment; Multi-class classification; NILM; Nonintrusive load monitoring; Postprocessing methods; Semi-definite programming; Smart metering; Electric load management"
"Hosseini S.S., Kelouwani S., Agbossou K., Cardenas A., Henao N.","Adaptive on-line unsupervised appliance modeling for autonomous household database construction",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064940998&doi=10.1016%2fj.ijepes.2019.04.034&partnerID=40&md5=7bd4fcefe81c57f0ea35cc192cfcad5d","Database systems; E-learning; Electric load management; Electric power utilization; Hidden Markov models; Pattern recognition systems; Trellis codes; Database construction; Dynamic parameters; Modeling procedure; Nonintrusive load monitoring; Online learning; Static information; Time variant; Time-varying model parameters; Structural design"
"Rafsanjani H.N., Ghahramani A.","Extracting occupants’ energy-use patterns from Wi-Fi networks in office buildings",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068880755&doi=10.1016%2fj.jobe.2019.100864&partnerID=40&md5=0e2072befbe54694f51f645f7b7b1eb2","Energy conservation; Energy utilization; Office buildings; Wi-Fi; Wireless local area networks (WLAN); Building energy consumption; Energy use patterns; Hardware system; In-buildings; Intelligent energy management; Internet of Things (IOT); System information; Wi Fi networks; Internet of things"
"Shi X., Ming H., Shakkottai S., Xie L., Yao J.","Nonintrusive load monitoring in residential households with low-resolution data",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067204063&doi=10.1016%2fj.apenergy.2019.05.086&partnerID=40&md5=6c120ab3ed40e66ae3b7ec34a45e07a9","Cost effectiveness; Electric load management; Energy efficiency; Energy utilization; Forecasting; Frequency domain analysis; Nearest neighbor search; Application requirements; Competitive performance; Data resolutions; Instance based learning; K nearest neighbor (KNN); Nonintrusive load monitoring; Time and frequency domains; Time windows; Computational efficiency; accuracy assessment; algorithm; data set; energy efficiency; equipment; performance assessment; prediction"
"Chen Y.-Y., Lin Y.-H.","A smart autonomous time-and frequency-domain analysis current sensor-based power meter prototype developed over fog-cloud analytics for demand-side management",2019,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073456852&doi=10.3390%2fs19204443&partnerID=40&md5=cd3cdf39dab140a59ba93e6c94b44ada","Advanced Analytics; Artificial intelligence; Automation; Demand side management; Electric power transmission networks; Energy conservation; Energy management; Energy management systems; Energy utilization; Fog; Frequency domain analysis; Industry 4.0; Intelligent buildings; Learning systems; Software prototyping; Vehicle-to-grid; Application developers; Electrical energy management; Electrical energy savings; Internet of thing (IOT); Smart grid; Smart homes; Time and frequency analysis; Time- and frequency-domain analysis; Internet of things"
"Zhu C., Reinhardt A.","Reliable streaming and synchronization of smart meter data over intermittent data connections",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076415997&doi=10.1109%2fSmartGridComm.2019.8909705&partnerID=40&md5=0ddbbd37d4292a83932464a339473c61","Electric power transmission networks; Office buildings; Smart power grids; Transmissions; Commercial building; Communication interface; Electrical energy; High temporal resolution; Metering devices; Service provider; Synchronization process; Transmission error; Smart meters"
"Barker S., Morrison K., Williams T.","Exploiting breadth in energy datasets for automated device identification",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076403905&doi=10.1109%2fSmartGridComm.2019.8909725&partnerID=40&md5=fc91b7433812f56865db2f8b08792425","Electric power transmission networks; Smart power grids; Automated device; Building energy efficiency; Electrical load; Real-world datasets; Energy efficiency"
"Garra R., Leibenger D., Miret J.M., Sebé F.","Repairing an aggregation-based smart metering system",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064351502&doi=10.1007%2fs10207-019-00435-0&partnerID=40&md5=1e24dfc8e2326f77e8a5026899e71bab","Cryptography; Data privacy; Electric measuring instruments; Electric utilities; Smart meters; Electricity-consumption; Fine grained; Homomorphism; Parameter choice; Security flaws; Short-interval; Smart metering; Electric power measurement"
"Jorde D., Kahl M., Jacobsen H.-A.","MEED: An unsupervised multi-environment event detector for non-intrusive load monitoring",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076423660&doi=10.1109%2fSmartGridComm.2019.8909729&partnerID=40&md5=742521df003e36a4ebd809fb47143d51","Electric power transmission networks; Smart power grids; Electrical signal; Energy-conserving; Expert knowledge; Heterogeneous environments; Multi-environments; Nonintrusive load monitoring; Office environments; Reference algorithm; Electric load management"
"Pratama A.R., Lazovik A., Aiello M.","Office Multi-Occupancy Detection using BLE Beacons and Power Meters",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080138398&doi=10.1109%2fUEMCON47517.2019.8993008&partnerID=40&md5=898e19a7fbed728f26da59fdcd057355","Cellular telephones; Decision trees; Electric power utilization; Global system for mobile communications; Mobile telecommunication systems; Office buildings; Optical parametric oscillators; Ubiquitous computing; Beacon; Bluetooth low energies (BTLE); Context-Aware; Occupancy detections; Power meters; Energy utilization"
"Sundhu A.A., Rottondi C., Verticale G.","Real-Time Disaggregation of Residential Energy Consumption Enhanced with User Feedback",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075393829&doi=10.1109%2fCCCS.2019.8888140&partnerID=40&md5=b18992bdb3c84a39f46cffd3ca84e4ee","Energy utilization; Information services; Disaggregation; Management service; Non-intrusive appliance load monitoring; Real time; Real time service; Residential energy consumption; Total energy consumption; User feedback; Electric load management"
"He J., Zhang Z., Zhu L., Zhu Z., Liu J., Gai K.","An Efficient and Accurate Nonintrusive Load Monitoring Scheme for Power Consumption",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073466946&doi=10.1109%2fJIOT.2019.2926815&partnerID=40&md5=097d0ce024374663057bd59828715cec","Clustering algorithms; Electric power utilization; Energy conservation; Energy efficiency; Genetic algorithms; Consumption patterns; Disaggregation; Electricity usage; Feature learning; Matching algorithm; Nonintrusive load monitoring; Power consumption rates; supervised; Electric load management"
"Schirmer P.A., Mporas I.","Integration of Temporal Contextual Information for Robust Energy Disaggregation",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079093152&doi=10.1109%2fIPCCC47392.2019.8958737&partnerID=40&md5=f5dd145577f719317839a2ee667c977a","Computer programming; Computer science; Consumption patterns; Contextual information; Disaggregation; Feature Concatenation; Nonintrusive load monitoring; Robust energy; Sampling frequencies; Temporal information; Electric load management"
"Machlev R., Belikov J., Beck Y., Levron Y.","MO-NILM: A multi-objective evolutionary algorithm for NILM classification",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068222085&doi=10.1016%2fj.enbuild.2019.06.046&partnerID=40&md5=4348e320859b250fa4df10fc3861ebc9","Cryptography; Electric load management; Evolutionary algorithms; Genetic algorithms; Multi dimensional; Multi objective evolutionary algorithms; Multi-objective optimization problem; Non dominated sorting genetic algorithm ii (NSGA II); Nonintrusive load monitoring; NSGA-II; Objective functions; Power signatures; Multiobjective optimization"
